timestamp,blink_rate,cognitive_load
2026-02-02 00:53:32,32.98,70
2026-02-02 01:14:31,38.99,70
2026-02-02 01:15:31,51.0,70
2026-02-02 01:16:31,35.99,70
2026-02-02 01:17:31,48.98,70
2026-02-02 01:18:31,53.98,70
